user_id,book_id,rating,afinidad
U_0109,2TqOXHLNG1YC,3.3,0.088
U_0109,qjFlYdAhCiAC,2.8,0.138
U_0109,aZBw8kYM5T0C,3.0,0.212
U_0109,Qf5QEAAAQBAJ,2.9,0.134
U_0109,8JN5AAAAMAAJ,3.1,0.038
U_0109,Xj6bPwAACAAJ,2.9,0.085
U_0109,IdAmDwAAQBAJ,3.3,0.05
U_0109,34ZsoQBoOU8C,3.4,0.134
U_0109,0Pr7aMRxLZ8C,3.3,0.0
U_0109,QvtHgxGTApcC,3.2,0.049
U_0109,pWvEjwEACAAJ,2.9,0.038
U_0109,0mpRs7nnKFoC,2.8,0.005
U_0109,GZAoAQAAIAAJ,3.4,0.138
U_0109,K0NiQgAACAAJ,3.3,0.212
U_0109,R_JQAQAAIAAJ,2.7,0.002
U_0109,in7WfOJL3VsC,3.0,0.05
U_0109,uQvYtm-EPTEC,3.4,0.001
U_0109,k0k_PgAACAAJ,2.7,0.013
U_0110,dBqYCZorGp4C,2.4,0.072
U_0110,R3IkAQAAMAAJ,2.4,0.016
U_0110,Pvl1c_ge9A8C,2.3,0.072
U_0110,T9zgLqjIircC,2.6,0.05
U_0110,dg7X0AEACAAJ,2.4,0.072
U_0110,VLs-iGcK8pQC,2.1,0.024
U_0110,Gtg8AAAAIAAJ,2.5,0.024
U_0110,ig1NfvdjQgIC,2.5,0.109
U_0110,KfZmAAAACAAJ,2.4,0.072
U_0110,n12czgEACAAJ,1.9,0.007
U_0110,zMWSmSAmsvQC,2.8,0.049
U_0110,SWRzxdRT70EC,2.3,0.007
U_0110,8SgYAAAAIAAJ,1.8,0.015
U_0110,T6uOJgAACAAJ,2.1,0.029
U_0110,RfmoBcalBboC,2.2,0.096
U_0110,-DyREAAAQBAJ,1.9,0.053
U_0111,QES7mCcS4EwC,2.9,0.0
U_0111,2TWvWe5qRVUC,3.2,0.183
U_0111,6W3zAQAAQBAJ,3.5,0.12
U_0111,xgWt0AEACAAJ,3.2,0.079
U_0111,uQvYtm-EPTEC,3.9,0.227
U_0111,b1KrjW8QuVAC,3.7,0.227
U_0111,p68eEAAAQBAJ,3.5,0.227
U_0111,RzZurrDT_6EC,2.7,0.014
U_0111,01N88IPrDnYC,3.6,0.183
U_0111,NKMSAAAACAAJ,3.2,0.016
U_0111,r_xJEAAAQBAJ,3.1,0.12
U_0111,fW7ZAAAAMAAJ,3.0,0.013
U_0111,_W6WBgAAQBAJ,3.3,0.227
U_0111,Mt90K-0Jty4C,3.0,0.014
U_0111,8U8ObTP81QsC,3.2,0.12
U_0111,4IvL1DHwlycC,2.9,0.013
U_0111,pxtcAAAAMAAJ,2.4,0.024
U_0111,L0LYzwEACAAJ,3.4,0.008
U_0111,ijGgDwAAQBAJ,3.6,0.227
U_0111,dDiH6lyeyYcC,3.8,0.227
U_0111,gvB1DQAAQBAJ,2.9,0.012
U_0111,8M60Hy6B6LgC,2.8,0.02
U_0111,9JHEDQAAQBAJ,3.9,0.227
U_0111,g2duBAAAQBAJ,3.1,0.006
U_0112,eDls6pNzpccC,3.3,0.076
U_0112,UTjUAwAAQBAJ,2.8,0.007
U_0112,TrprUAGzVa0C,3.2,0.034
U_0112,34ZsoQBoOU8C,3.3,0.044
U_0112,mmcQAQAAIAAJ,3.1,0.067
U_0112,0yPLDwAAQBAJ,3.1,0.044
U_0112,37b8PQAACAAJ,2.9,0.053
U_0113,0D9wDwAAQBAJ,4.1,0.066
U_0113,sWPBQQ5vl2MC,3.7,0.01
U_0113,hDhPp1nFjFYC,3.8,0.01
U_0113,01N88IPrDnYC,4.5,0.125
U_0113,ZAr2xgEACAAJ,3.9,0.063
U_0113,rnWY_tjp9WgC,4.0,0.047
U_0113,gvB1DQAAQBAJ,4.0,0.066
U_0114,bA0gAQAAIAAJ,3.2,0.053
U_0114,nt2gYevSZrMC,2.7,0.002
U_0114,ujXZe244b48C,3.5,0.2
U_0114,M7vrDwAAQBAJ,2.9,0.006
U_0114,3gGib83eqaAC,3.1,0.2
U_0114,IEsSJwTJztAC,3.4,0.2
U_0114,tMbCQ7CM9wAC,2.9,0.075
U_0114,SVR2cjWptCAC,3.3,0.031
U_0114,-1zezQEACAAJ,2.5,0.039
U_0114,o2yu6uJF2SoC,2.8,0.053
U_0114,UTjUAwAAQBAJ,2.8,0.031
U_0114,oyyOEAAAQBAJ,3.0,0.081
U_0114,RZGKEAAAQBAJ,3.4,0.101
U_0114,IdAmDwAAQBAJ,3.2,0.037
U_0114,0VqxBgAAQBAJ,3.2,0.023
U_0114,FO1PDwAAQBAJ,2.7,0.039
U_0115,DhRTBAAAQBAJ,3.2,0.041
U_0115,gP3UiUyOTugC,3.1,0.04
U_0115,mmcQAQAAIAAJ,3.3,0.078
U_0115,2zs_gq_DPC4C,3.1,0.04
U_0115,kVyQEAAAQBAJ,3.3,0.085
U_0115,7bD5nltcGfMC,3.6,0.052
U_0116,OqW7183UykkC,3.2,0.057
U_0116,gxGZ7nirlikC,3.2,0.053
U_0116,ZRY3PAAACAAJ,2.7,0.056
U_0116,wnpvAAAACAAJ,3.2,0.056
U_0117,KFgP0QEACAAJ,2.3,0.011
U_0117,8GfMjPUExuIC,3.2,0.249
U_0117,ujPWygAACAAJ,2.8,0.143
U_0117,vwt6of7puqwC,2.4,0.004
U_0117,YS1gVN9rhEIC,2.5,0.004
U_0117,xYotngEACAAJ,3.2,0.071
U_0117,2nvOJmqNqGMC,2.6,0.011
U_0117,hVdEXwAACAAJ,3.0,0.143
U_0117,m7pXjwEACAAJ,3.0,0.021
U_0117,TrprUAGzVa0C,2.6,0.021
U_0117,BLCCGfcc_CQC,3.1,0.016
U_0117,DAPEQgAACAAJ,2.7,0.051
U_0117,eDls6pNzpccC,3.2,0.249
U_0117,90k8DwAAQBAJ,2.6,0.071
U_0117,-5IjAhgWwrYC,2.3,0.004
U_0117,9VOHMgEACAAJ,2.3,0.051
U_0117,j-8WEAAAQBAJ,2.5,0.047
U_0117,xxbSBQAAQBAJ,3.4,0.06
U_0117,r2_rY3LwaA4C,3.0,0.071
U_0117,PvhlAAAAMAAJ,3.1,0.08
U_0117,R_JQAQAAIAAJ,2.4,0.097
U_0117,HpHbWn2sTroC,2.7,0.06
U_0117,Oj9VPgAACAAJ,2.6,0.143
U_0117,sUYDQIXSEtoC,2.3,0.002
U_0117,kVsIeb1Asl4C,2.9,0.249
U_0117,aQUWFZWdg1IC,3.1,0.249
U_0118,CcH9EAAAQBAJ,4.0,0.025
U_0118,CVOTzwEACAAJ,3.5,0.04
U_0118,OWf0RoB6MQUC,3.8,0.07
U_0118,nevaAAAAMAAJ,3.6,0.079
U_0118,4zxAA5SpwJcC,3.0,0.016
U_0119,gOy07Z1AAR8C,3.5,0.062
U_0119,VLs-iGcK8pQC,3.1,0.001
U_0119,T9zgLqjIircC,3.7,0.06
U_0119,W3RaAAAAMAAJ,3.1,0.024
U_0119,i51DCgAAQBAJ,3.3,0.03
U_0119,Tbl6VNGP2XwC,3.6,0.091
U_0119,lpIW0AEACAAJ,4.3,0.137
U_0119,8M60Hy6B6LgC,3.2,0.04
U_0119,-1zezQEACAAJ,3.0,0.137
U_0119,SXbeEAAAQBAJ,4.0,0.094
U_0119,w7FfrQxhnxEC,3.6,0.039
U_0119,u-GNHFScLgUC,2.9,0.017
U_0119,FdjgDwAAQBAJ,3.5,0.094
U_0119,t2lZtAEACAAJ,2.6,0.026
U_0119,dg7X0AEACAAJ,3.5,0.094
U_0119,LDDBAAAACAAJ,3.8,0.094
U_0119,sMEpJrKBqkAC,2.5,0.021
U_0119,wVndU5P4V-8C,3.3,0.03
U_0119,fe-Z3OYQmLoC,3.7,0.137
U_0120,FoyhSrj6RFsC,3.9,0.061
U_0120,vvMB0AEACAAJ,3.3,0.022
U_0120,p0xvDQq7hZ8C,3.9,0.046
U_0120,w7FfrQxhnxEC,3.7,0.108
U_0120,wPJ-swEACAAJ,3.7,0.022
U_0121,gijG7fSwvjAC,2.7,0.049
U_0121,WuhePwAACAAJ,2.3,0.006
U_0121,n9FOAAAAMAAJ,3.0,0.027
U_0121,jCWUtgAACAAJ,3.4,0.121
U_0121,HXQzDwAAQBAJ,3.1,0.113
U_0121,qZaPtAEACAAJ,2.4,0.017
U_0121,Mw1BFNvpnXAC,2.9,0.031
U_0121,Y4kcmQEACAAJ,2.9,0.031
U_0122,znLhAAAAMAAJ,3.5,0.217
U_0122,JQP8CwAAQBAJ,3.9,0.059
U_0122,v3nZvQEACAAJ,3.8,0.14
U_0122,LnZTAAAAMAAJ,3.7,0.063
U_0122,xFIN97PzxxYC,3.9,0.016
U_0122,z1okAQAAMAAJ,3.8,0.106
U_0122,wpA-FI_MIB4C,3.5,0.059
U_0122,L25EAQAACAAJ,4.4,0.034
U_0122,Aa-YxwEACAAJ,3.8,0.063
U_0122,XRx14F6czVIC,3.6,0.057
U_0122,zJyFxTT3zC0C,3.5,0.063
U_0123,8U8ObTP81QsC,2.7,0.107
U_0123,6W3zAQAAQBAJ,3.0,0.107
U_0123,yEsQIQAACAAJ,2.9,0.131
U_0123,qY_yOwHg_WYC,2.3,0.131
U_0123,0l0qYqPyGKsC,2.8,0.014
U_0123,Sjr2DwAAQBAJ,3.2,0.131
U_0123,zGi7ykBppIcC,2.3,0.014
U_0123,P6_ZAAAAMAAJ,2.9,0.161
U_0123,fe-Z3OYQmLoC,2.6,0.036
U_0123,bBHnjgEACAAJ,2.5,0.036
U_0123,odV-pwAACAAJ,3.3,0.107
U_0123,03WquAAACAAJ,2.9,0.013
U_0123,mmcQAQAAIAAJ,2.7,0.161
U_0123,Pvl1c_ge9A8C,2.4,0.046
U_0123,ty3lHncLD48C,2.7,0.041
U_0123,e8IPDgAAQBAJ,2.8,0.061
U_0123,O3EtzwEACAAJ,2.5,0.036
U_0123,21NGAAAAYAAJ,2.5,0.131
U_0123,nxC1wF3_IEAC,2.1,0.041
U_0123,Coi9AwAAQBAJ,2.6,0.004
U_0123,D3R4AAAAIAAJ,3.4,0.161
U_0123,K0NiQgAACAAJ,2.8,0.242
U_0123,ujPWygAACAAJ,2.4,0.014
U_0123,Ki0cOxg0D20C,2.8,0.242
U_0124,lrUqYRMF30EC,3.3,0.089
U_0124,a8HHtwEACAAJ,3.9,0.006
U_0124,rsZzm_XyQaEC,3.3,0.036
U_0124,SHzsEAAAQBAJ,3.0,0.008
U_0124,ReiXDAAAQBAJ,2.8,0.008
U_0124,h5ZCPgAACAAJ,3.1,0.021
U_0124,gxc4AAAACAAJ,3.5,0.006
U_0124,Hbg-BAAAQBAJ,3.6,0.032
U_0124,ylLoGsee8YcC,3.3,0.01
U_0124,6zTDrQEACAAJ,3.5,0.155
U_0124,rygf6axAH7UC,3.2,0.08
U_0124,h_rXAAAAMAAJ,3.3,0.041
U_0124,1zrIgjyGKcQC,3.9,0.11
U_0124,wVndU5P4V-8C,3.6,0.195
U_0124,B6eQBQAAQBAJ,3.2,0.155
U_0124,0CskCpSei1UC,3.1,0.155
U_0124,P5cTMQAACAAJ,3.3,0.006
U_0124,KFgP0QEACAAJ,3.3,0.12
U_0125,QKBipzO4E7IC,3.8,0.084
U_0125,zrrMoQEACAAJ,3.8,0.179
U_0125,uKT7lv947g0C,4.3,0.084
U_0125,9iXsIAND7KQC,4.3,0.036
U_0125,tYRTEAAAQBAJ,4.1,0.109
U_0125,reNohFsTpEEC,3.3,0.108
U_0125,SVR2cjWptCAC,4.3,0.035
U_0125,03WquAAACAAJ,4.4,0.053
U_0125,eDls6pNzpccC,4.2,0.084
U_0125,AMB4m45ThS0C,3.8,0.031
U_0125,rQ48mioxnxMC,4.2,0.079
U_0125,IJyyDQAAQBAJ,4.1,0.053
U_0125,2CaVwgEACAAJ,4.3,0.079
U_0125,se6oEAAAQBAJ,3.9,0.031
U_0125,07KIj2s9GzYC,3.8,0.084
U_0125,dSvnj7Y46hwC,4.3,0.039
U_0125,2cl7AgAAQBAJ,4.0,0.028
U_0126,LPllAAAAMAAJ,2.9,0.008
U_0126,8JN5AAAAMAAJ,2.7,0.023
U_0126,i03NKy0ml1gC,3.3,0.041
U_0126,DAPEQgAACAAJ,2.8,0.049
U_0126,4VjeBAAAQBAJ,2.7,0.139
U_0126,tiq0ZTidIuoC,3.1,0.139
U_0127,OEQszwEACAAJ,2.9,0.007
U_0127,lkCOtwEACAAJ,3.1,0.032
U_0127,35SA8u4QpacC,2.9,0.062
U_0127,mWI7EAAAQBAJ,2.7,0.044
U_0128,yEsQIQAACAAJ,3.6,0.198
U_0128,8-IUHqDKDUUC,3.7,0.206
U_0128,Sjr2DwAAQBAJ,3.9,0.198
U_0128,rsZzm_XyQaEC,3.1,0.003
U_0128,mSFlzgEACAAJ,3.4,0.285
U_0128,BsrkhbBb_ioC,3.5,0.04
U_0128,BV8lEAAAQBAJ,3.8,0.285
U_0128,Yb4lzgEACAAJ,2.4,0.011
U_0128,lrUqYRMF30EC,3.3,0.206
U_0128,DaOY4DQ-MKAC,3.0,0.008
U_0128,oXbLDwAAQBAJ,3.9,0.198
U_0128,D3R4AAAAIAAJ,3.7,0.014
U_0128,5XFxEQkrPoQC,3.0,0.01
U_0128,2V1tHqi4hLEC,3.9,0.198
U_0128,erAk0AEACAAJ,3.8,0.285
U_0128,JqB6Qy9z3TcC,4.1,0.198
U_0129,RWGQWwr3vXoC,3.2,0.036
U_0129,6zTDrQEACAAJ,3.1,0.17
U_0129,mLjfAAAAMAAJ,3.0,0.068
U_0129,qKL9if9wl_UC,2.8,0.071
U_0129,MhHxCQAAQBAJ,3.2,0.076
U_0129,QgzBqhbdlvUC,2.9,0.075
U_0129,bzMkAQAAIAAJ,3.0,0.076
U_0129,8U8ObTP81QsC,2.9,0.068
U_0129,h_rXAAAAMAAJ,2.9,0.051
U_0129,-y768weI0iQC,2.3,0.009
U_0129,iFhFEAAAQBAJ,2.8,0.02
U_0129,QBOjAQAACAAJ,3.0,0.066
U_0129,zswlAQAAMAAJ,2.9,0.076
U_0130,yQua7wb2kTgC,3.0,0.121
U_0130,5rwAAAAACAAJ,2.6,0.046
U_0130,FdjgDwAAQBAJ,2.4,0.016
U_0130,856vVL1LkCkC,2.5,0.069
U_0130,EvqJCGeqKhsC,2.7,0.136
U_0130,sZZ7xHC3-JIC,2.5,0.051
U_0130,LXPrLcFdIPwC,2.7,0.043
U_0130,Y72rtTlfGgAC,1.9,0.014
U_0130,3tvDNQAACAAJ,2.9,0.033
U_0130,4OpPEQAAQBAJ,2.4,0.069
U_0130,mPGYHO2QzngC,2.3,0.041
U_0130,4zxAA5SpwJcC,2.1,0.111
U_0131,JqB6Qy9z3TcC,3.7,0.001
U_0131,odV-pwAACAAJ,4.1,0.211
U_0131,8JN5AAAAMAAJ,3.5,0.211
U_0131,CnS7AAAAIAAJ,3.5,0.171
U_0131,ixnTCwAAQBAJ,3.1,0.0
U_0131,cz8UiXwoST0C,3.3,0.061
U_0131,WdM_qxJq8T8C,3.3,0.08
U_0131,R_JQAQAAIAAJ,3.0,0.124
U_0131,vR9iQgAACAAJ,3.6,0.171
U_0131,XNNvPwAACAAJ,3.3,0.171
U_0131,tVZLllvC72IC,3.0,0.211
U_0131,uagsDwAAQBAJ,3.2,0.13
U_0131,HXQzDwAAQBAJ,3.2,0.001
U_0131,8e-fPwAACAAJ,3.4,0.001
U_0131,uVnubbbLILUC,2.9,0.004
U_0131,K0wjRTKmJtAC,3.4,0.13
U_0131,O2xxhFcOXfwC,3.0,0.001
U_0131,8U8ObTP81QsC,3.5,0.211
U_0131,rVjOh08C6KIC,3.0,0.08
U_0131,Pnqx6B2lF60C,3.1,0.08
U_0131,4eYotH2UnlwC,3.2,0.124
U_0131,6W3zAQAAQBAJ,3.8,0.211
U_0132,-_IsEAAAQBAJ,2.2,0.002
U_0132,BR-9jwEACAAJ,2.4,0.084
U_0132,L25EAQAACAAJ,3.7,0.179
U_0132,UY7bjfq3mYkC,3.3,0.096
U_0132,6HdQAAAAMAAJ,3.3,0.127
U_0132,4IEpZhnfVH0C,2.5,0.031
U_0132,8rFnC58v-S8C,2.7,0.116
U_0132,aeEKAAAAYAAJ,3.1,0.116
U_0132,XfkmrSZgTK4C,3.5,0.074
U_0132,CnS7AAAAIAAJ,2.9,0.127
U_0132,9CATRvUh3m4C,2.8,0.179
U_0132,unCQBAAAQBAJ,3.4,0.116
U_0132,brkTv6hl72sC,2.7,0.074
U_0132,q84aaMuvup4C,2.4,0.127
U_0132,1vckDQAAQBAJ,3.0,0.011
U_0132,I51aAAAAMAAJ,3.0,0.179
U_0132,MBtctNppOJAC,2.9,0.084
U_0132,1KUS-cBJmqoC,3.0,0.116
U_0132,jcuAAgAAQBAJ,3.3,0.116
U_0132,qMikAwAAQBAJ,3.0,0.049
U_0132,yWiMCwAAQBAJ,3.1,0.0
U_0132,bRLUCwAAQBAJ,2.6,0.116
U_0132,PtT0C1rWniIC,2.5,0.179
U_0132,RC9Rr1YVLdsC,2.6,0.0
U_0132,hQONI55NRxsC,2.3,0.049
U_0132,Oj9VPgAACAAJ,2.5,0.074
U_0132,7UHjoQEACAAJ,2.3,0.084
U_0132,drS2CAAAQBAJ,3.0,0.116
U_0133,CilzzgEACAAJ,2.9,0.031
U_0133,t2lZtAEACAAJ,2.8,0.216
U_0133,y-_LAgAAQBAJ,3.6,0.13
U_0133,FTK3NXqSWSAC,3.8,0.113
U_0133,lymJEAAAQBAJ,3.5,0.046
U_0133,n4GmAwAAQBAJ,3.8,0.017
U_0133,BZowiXIDJvQC,3.4,0.113
U_0133,5ZWgTQk0K14C,3.0,0.065
U_0133,8yhFDwAAQBAJ,3.2,0.13
U_0133,gikJ68HbXh0C,3.7,0.113
U_0134,GNYS9ERL7I8C,3.1,0.127
U_0134,bNCvyLxEAXgC,2.3,0.07
U_0134,oujfURqtC78C,2.8,0.096
U_0134,fIPEYWRjjZ4C,2.9,0.075
U_0135,MPyDuQ0L-LoC,3.4,0.039
U_0135,R_JQAQAAIAAJ,3.8,0.231
U_0135,MhHxCQAAQBAJ,4.1,0.085
U_0135,ABExGQAACAAJ,3.9,0.231
U_0135,2CaVwgEACAAJ,4.0,0.039
U_0135,JxlrPwAACAAJ,3.7,0.039
U_0135,JelhEQAAQBAJ,3.9,0.05
U_0135,tpFPEAAAQBAJ,3.9,0.037
U_0135,3tvDNQAACAAJ,4.5,0.231
U_0135,84vD69aw4jkC,4.1,0.231
U_0135,A_1aAAAAMAAJ,3.5,0.009
U_0135,BUzToQEACAAJ,3.7,0.039
U_0136,8U8ObTP81QsC,2.8,0.065
U_0136,YIFpP7nvrNAC,2.8,0.114
U_0136,BUzToQEACAAJ,2.7,0.013
U_0136,VfQZ0QEACAAJ,2.3,0.12
U_0136,tMbCQ7CM9wAC,2.7,0.103
U_0136,QdCNeNx6LJUC,3.5,0.114
U_0136,wca9BwAAQBAJ,2.8,0.039
U_0136,5BKiuQAACAAJ,2.9,0.103
U_0136,drS2CAAAQBAJ,3.1,0.114
U_0136,NGoFudTo7YsC,2.5,0.085
U_0136,OEQszwEACAAJ,2.9,0.061
U_0136,4zxAA5SpwJcC,2.4,0.103
U_0136,Ji-HHj8i6roC,2.5,0.055
U_0136,vvMB0AEACAAJ,2.9,0.12
U_0136,OEO5ljFBBCcC,3.0,0.12
U_0136,-s5XAwAAQBAJ,3.0,0.089
U_0136,3kTCn5KmnFUC,3.4,0.085
U_0136,gikJ68HbXh0C,3.0,0.055
U_0136,bXosQQAACAAJ,2.6,0.061
U_0137,0zW7oQEACAAJ,2.8,0.034
U_0137,Rj1FDe5IevYC,2.8,0.016
U_0137,2yifhpg_u5AC,2.7,0.026
U_0137,h_rXAAAAMAAJ,3.0,0.05
U_0138,Tj86zgEACAAJ,3.7,0.036
U_0138,q2ONDAEACAAJ,3.5,0.118
U_0138,vwARAQAAIAAJ,3.6,0.08
U_0138,CQ0QuhLX7pIC,3.4,0.118
U_0138,435JAQAAIAAJ,3.4,0.118
U_0138,vmEzVXLI1sMC,3.9,0.081
U_0138,ig1NfvdjQgIC,3.5,0.061
U_0138,-_IsEAAAQBAJ,3.1,0.077
U_0139,ZAr2xgEACAAJ,2.4,0.023
U_0139,XmZxj84kdV0C,3.1,0.071
U_0139,u-GNHFScLgUC,2.2,0.071
U_0139,0mUTDxfv6BgC,2.3,0.028
U_0139,RNmODAAAQBAJ,2.7,0.056
U_0140,8SgYAAAAIAAJ,2.7,0.034
U_0140,zGi7ykBppIcC,3.0,0.065
U_0140,tpFPEAAAQBAJ,3.4,0.033
U_0140,DaOY4DQ-MKAC,3.1,0.023
U_0140,AGuA58sHm-kC,3.4,0.079
U_0140,LtiQvwEACAAJ,2.8,0.041
U_0140,efkEAQAAIAAJ,3.0,0.029
U_0141,TrprUAGzVa0C,4.2,0.285
U_0141,0mUTDxfv6BgC,3.6,0.153
U_0141,bzMkAQAAIAAJ,3.8,0.085
U_0141,2CaVwgEACAAJ,4.4,0.285
U_0141,Vnl9AAAAMAAJ,3.7,0.076
U_0141,ReiXDAAAQBAJ,3.2,0.085
U_0141,ZYU9tyb4K2wC,3.4,0.085
U_0141,P6_ZAAAAMAAJ,3.8,0.076
U_0141,UPOqxAEACAAJ,3.8,0.285
U_0141,jKsrAQAAIAAJ,3.9,0.147
U_0141,FSGPEAAAQBAJ,3.9,0.011
U_0141,tC1tEAAAQBAJ,4.0,0.043
U_0141,Vk1EcQsbDkoC,3.1,0.021
U_0141,MNQzLfn72BkC,3.5,0.013
U_0141,QBOjAQAACAAJ,3.9,0.153
U_0141,Yb4lzgEACAAJ,3.5,0.285
U_0141,Gc7TswEACAAJ,3.7,0.285
U_0141,37b8PQAACAAJ,3.3,0.001
U_0142,UPOqxAEACAAJ,2.2,0.091
U_0142,FTK3NXqSWSAC,2.8,0.06
U_0142,yeiuyh1VsBEC,2.5,0.03
U_0142,NnM-uISyywAC,3.1,0.07
U_0142,P6_ZAAAAMAAJ,2.5,0.018
U_0142,qKL9if9wl_UC,2.2,0.007
U_0142,iLVdjwEACAAJ,2.4,0.084
U_0142,nOGvDwAAQBAJ,2.6,0.076
U_0142,I_NjEAAAQBAJ,2.4,0.03
U_0142,m7pXjwEACAAJ,3.0,0.091
U_0142,OEO5ljFBBCcC,2.6,0.084
U_0143,reNohFsTpEEC,2.8,0.237
U_0143,045nFy6ZETYC,3.7,0.237
U_0143,ylLoGsee8YcC,3.2,0.011
U_0143,dDiH6lyeyYcC,3.5,0.011
U_0143,OqW7183UykkC,3.2,0.009
U_0143,4eYotH2UnlwC,3.1,0.041
U_0143,fBp6Dwx9p5EC,3.8,0.237
U_0143,SGjOnk3-JooC,3.3,0.017
U_0143,uJRAAQAAIAAJ,3.6,0.126
U_0143,erpIAAAAYAAJ,3.5,0.109
U_0143,quKMEAAAQBAJ,3.3,0.237
U_0144,kACVG3_d3jYC,3.6,0.004
U_0144,3e2L0Nt6NgQC,3.8,0.02
U_0144,fJQpDwAAQBAJ,2.6,0.036
U_0144,n9FOAAAAMAAJ,3.4,0.009
U_0144,W3RaAAAAMAAJ,3.0,0.046
U_0144,-7kwDwAAQBAJ,3.2,0.08
U_0144,-113swEACAAJ,3.1,0.035
U_0144,1vckDQAAQBAJ,3.7,0.114
U_0144,A3qACgAAQBAJ,2.9,0.076
U_0144,2bTTRDkTB4sC,3.3,0.08
U_0144,QKBipzO4E7IC,3.0,0.08
U_0144,-_IsEAAAQBAJ,2.9,0.076
U_0144,7bD5nltcGfMC,3.5,0.035
U_0144,uzxdQTUDrkkC,3.4,0.046
U_0144,IxmcAAAAMAAJ,3.6,0.114
U_0144,hC6pYgmnSpgC,2.5,0.009
U_0144,XfkrDAAAQBAJ,2.9,0.173
U_0144,Z_tAxCKQJVsC,3.8,0.035
U_0144,EvqJCGeqKhsC,3.5,0.173
U_0145,OBkXAQAAIAAJ,3.7,0.038
U_0145,A_1aAAAAMAAJ,3.2,0.001
U_0145,uJRAAQAAIAAJ,3.8,0.069
U_0145,LeqhDwAAQBAJ,3.6,0.163
U_0145,r_xJEAAAQBAJ,3.3,0.038
U_0145,yeiuyh1VsBEC,3.4,0.037
U_0145,Mo7D3Je7_DMC,3.1,0.066
U_0145,ySpFz9HNFHkC,2.9,0.012
U_0145,FqK0DgAAQBAJ,3.1,0.001
U_0145,FO1PDwAAQBAJ,3.0,0.008
U_0145,g2duBAAAQBAJ,3.8,0.163
U_0145,wVndU5P4V-8C,3.3,0.001
U_0145,oSYnQRVTKoAC,3.4,0.163
U_0145,MxIUDAAAQBAJ,3.2,0.163
U_0145,aZBw8kYM5T0C,3.1,0.072
U_0145,4JkdHOHCyjoC,3.7,0.183
U_0145,-pM6F_hcpRUC,3.6,0.059
U_0145,klGC6xroFOwC,3.1,0.066
U_0145,v8DaAAAAMAAJ,3.9,0.163
U_0145,5dGig0fYlj8C,3.4,0.012
U_0145,Y4kcmQEACAAJ,3.6,0.05
U_0145,HmVxeSQp3fEC,2.9,0.044
U_0145,rVjOh08C6KIC,3.2,0.066
U_0145,3e2L0Nt6NgQC,4.0,0.037
U_0145,OEhnxC4qPOwC,3.1,0.066
U_0146,RZGKEAAAQBAJ,3.0,0.105
U_0146,FKN8AgAAQBAJ,2.6,0.12
U_0146,VfQZ0QEACAAJ,1.9,0.025
U_0146,dSvnj7Y46hwC,2.9,0.044
U_0146,xHwFAQAAIAAJ,2.6,0.026
U_0146,0l0qYqPyGKsC,2.8,0.013
U_0146,ySpFz9HNFHkC,2.4,0.143
U_0146,gxGZ7nirlikC,2.7,0.038
U_0146,Cd60QAAACAAJ,3.4,0.044
U_0146,XKFDWoh1EdwC,2.4,0.072
U_0146,SVR2cjWptCAC,2.9,0.03
U_0146,f2v68ta2PMEC,2.2,0.014
U_0146,7UHjoQEACAAJ,2.0,0.009
U_0146,5a1gDQAAQBAJ,2.7,0.143
U_0146,XRx14F6czVIC,2.5,0.051
U_0146,yvoYQVySRHUC,2.7,0.162
U_0146,fchnzgEACAAJ,2.5,0.162
U_0146,6HdQAAAAMAAJ,3.3,0.162
U_0147,-DyREAAAQBAJ,2.3,0.135
U_0147,SRR5DAAAQBAJ,2.4,0.108
U_0147,EyyJEAAAQBAJ,2.6,0.086
U_0147,kXPhCgAAQBAJ,2.4,0.009
U_0147,MyIukohIVRwC,2.5,0.086
U_0147,j-8WEAAAQBAJ,2.4,0.046
U_0147,4TtmtWzIIpsC,2.8,0.108
U_0147,c5FN5zBLKr8C,2.8,0.003
U_0147,rygf6axAH7UC,2.5,0.135
U_0147,7UHjoQEACAAJ,2.0,0.011
U_0147,QvtHgxGTApcC,2.9,0.135
U_0147,H5pyUIY4THYC,2.9,0.052
U_0147,K0wjRTKmJtAC,2.7,0.086
U_0147,FKN8AgAAQBAJ,2.4,0.009
U_0148,5ZWgTQk0K14C,3.1,0.136
U_0148,pWvEjwEACAAJ,3.4,0.174
U_0148,uaBUIGS551cC,4.2,0.106
U_0148,yKZBzQEACAAJ,2.8,0.003
U_0148,sruDQgAACAAJ,3.4,0.0
U_0148,OGo9PgAACAAJ,3.0,0.017
U_0148,QvtHgxGTApcC,3.6,0.136
U_0148,Mw1BFNvpnXAC,3.6,0.058
U_0148,XkVGWa0_2csC,3.7,0.079
U_0148,qPqzUxfo9KcC,3.3,0.071
U_0148,VJ0sDgAAQBAJ,3.6,0.096
U_0148,oRgZyxrB6ZEC,3.0,0.0
U_0148,QKBipzO4E7IC,3.1,0.04
U_0148,dXccl8vD4LoC,3.0,0.04
U_0148,TmDhCwAAQBAJ,4.0,0.096
U_0148,CNkDAQAAIAAJ,3.2,0.174
U_0148,DaOY4DQ-MKAC,3.3,0.079
U_0148,Nln3xTYQwt4C,3.4,0.071
U_0148,Tbl6VNGP2XwC,3.3,0.008
U_0148,tWbVwZjv43kC,3.3,0.096
