book_id,titulo,autor,genero,descripcion,paginas,ano,portada_url
1E6jPPtS854C,Blood of the Fold,Terry Goodkind,science+fiction,"In a world as rich an real as our own, Richard Rahl and Kahlan Amnell stand against the ancient forces which besiege the New World--forces so terrible that when they last threatened, they could only be withstood by sealing of the Old world from whence they came. Now the barrier has been breached, and the New World is again beset by their evil power. War and treachery plague the world, and only Richard and Ahlan can save it from an Armageddon of unimaginable savagery and destruction. In Blood of the Fold, Terry Goodkind, author of the brilliant bestsellers Wizard's First Rule and Stone of Tears, has created his most masterful epic yet, a sumptuous feast of magic and excitement replete with the wonders of his unique fantasy vision.",477.0,1996,https://covers.openlibrary.org/b/id/183644-L.jpg
1V9_sv_BudkC,Valis,Philip K. Dick,science+fiction,Horselover Fat begins receiving what he considers to be divine revelations that imply extraterrestrial forces are interfering in the affairs of the Earth.,307.0,2011,https://covers.openlibrary.org/b/id/9251944-L.jpg
7SMGgsj2OxwC,Bongo Fishing,Thacher Hurd,science+fiction,"Berkeley, California, middle-schooler Jason Jameson has a close encounter of the fun kind when Sam, a bluish alien from the Pleiades, arrives in a 1960 Dodge Dart spaceship and invites Jason to go fishing.",242.0,2011,https://covers.openlibrary.org/b/id/7741721-L.jpg
A_1aAAAAMAAJ,Dune,Brian Herbert,science+fiction,"Dune: House Harkonnen continues t he unforgettable saga begun in Dune: House Atreides, as a vast array of rich and complex figures strives to shape a sprawling universe of mystery and vivid universe revealed in the thrilling pages of Frank Herbert's Dune. Dune: House Harkonnen At last Shaddam sits on the Golden Lion Throne, his precarious position as ruler of the Known Universe dependent on producing a male heir. But his leadership is further threatened by the ambitious Baron Vladimir Harkonnen, whose insatiable thirst for dominance leads him to plot against some of t he most powerful forced in the Imperium, hoping to elevate his own ruthless House to unprecedented heights of power. His primary targets: House Atreides and the mysterious Bene Gasserit Sisterhood. The Sisterhood are unaware of this threat as they prepare to culminate the work of centuries in the creation of a god-child who will sweep away emperors, houses, and history itself in a terrifying new order of religious tyranny. The desert world Dune, the machine world IX, and countless other conquered planets groan under the numbing slavery of cruel new masters determined to exploit their resources - most notably the addictive spice melange found only on Dune. But small bands of renegades begin to fight back, lighting the spark of freedom against overwhelming odds. New, unexpected heroes arise: young and resourceful Liet-Kynes on Dune, wily and patient C'tair on IX, and the unyielding Gurney Halleck in Giedi Prime, driven to vengeance against his Harkonnen overlords. For Leto Atreides, grown complacent and comfortable as ruler of his House, it is time of momentous choice: between love and honor, friendship andduty, safety and destiny. Leto has finally produced an heir to House Atreides, Victor, and will make whatever choices necessary to protect the young boy and ensure his legacy as Duke. Ultimately, however, for House Atreides there is just one choice - strive for greatness or crushed.",632.0,2000,https://covers.openlibrary.org/b/id/8316925-L.jpg
zjO4stY-tVcC,Dune,Frank Herbert,science+fiction,Paul Atreides moves with his family to the planet Dune and is forced into exile when his father's government is overthrown. The first book in the series. Copyright ÃÂÃÂ© Libri GmbH. All rights reserved.,548.0,1984,https://covers.openlibrary.org/b/id/11481354-L.jpg
yWiMCwAAQBAJ,The Tommyknockers,Stephen King,science+fiction,"Roberta Anderson, while searching for firewood in the forest, stumbles upon a buried ship and with the help of her onetime lover, Jim Gardener, excavates an artifact that changes the townspeople of Haven.",880.0,2016,https://covers.openlibrary.org/b/id/6997458-L.jpg
nUtiAAAAMAAJ,Fiasco,StanisÃÂÃÂaw Lem,science+fiction,"The planet Quinta is pocked by ugly mounds and covered by a spiderweb-like network. It is a kingdom of phantoms and of a beauty afflicted by madness. In stark contrast, the crew of the spaceship Hermes represents a knowledge-seeking Earth. As they approach Quinta, a dark poetry takes over and leads them into a nightmare of misunderstanding. Translated by Michael Kandel. A Helen and Kurt Wolff Book Copyright ÃÂÃÂ© Libri GmbH. All rights reserved.",344.0,1987,
EyyJEAAAQBAJ,Demon in White,Christopher Ruocchio,science+fiction,"The third novel of the galaxy-spanning Sun Eater series merges the best of space opera and epic fantasy, as Hadrian Marlowe continues down a path that can only end in fire. Hadrian has been serving the Empire in military engagements against the Cielcin, the vicious alien civilization bent on humanity's destruction. After Hadrian and his Red Company achieve a great victory, a cult-like fervor builds around him. However, pressures within the Imperial government scared of his rise to prominence result in an assassination attempt, luckily thwarted. With the Empire too dangerous to stay, Hadrian and his crew leave for a massive library on a distant world. There, he finds the next key to unlocking the secrets of the Quiet: a set of coordinates for their origin planet, unnamed and now lifeless. Hadrian's true purpose in serving in the military was to aid his search of a rumored connection between the first Emperor and the Quiet, the ancient, seemingly long-dead race linked to so many of Hadrian's extraordinary experiences. Will this mysterious lost planet have the answers?",786.0,2020,https://covers.openlibrary.org/b/id/13885929-L.jpg
gikJ68HbXh0C,The Time Machine,Herbert George Wells,science+fiction,A scientist invents a machine that transports him into the future.,148.0,1980,https://covers.openlibrary.org/b/id/9009316-L.jpg
pxtcAAAAMAAJ,Childhood's End,Arthur Charles Clarke,science+fiction,"Giant silver ships appear above every major city in the world. The Overlords have arrived. They eliminate ignorance, disease, poverty, and fear. After fifty years they also start eliminating humans. Copyright ÃÂÃÂ© Libri GmbH. All rights reserved.",226.0,1953,https://covers.openlibrary.org/b/id/210200-L.jpg
xHwFAQAAIAAJ,Dune,Frank Herbert,science+fiction,Paul Atreides moves with his family to the planet Dune and is forced into exile when his father's government is overthrown. The first book in the series. Copyright ÃÂÃÂ© Libri GmbH. All rights reserved.,450.0,1965,https://covers.openlibrary.org/b/id/11481354-L.jpg
Mw1BFNvpnXAC,Swan Song,Robert McCammon,science+fiction,"In a nightmarish, post-holocaust world, an ancient evil roams a devastated America, gathering the forces of human greed and madness, searching for a child named Swan who possesses the gift of life.",866.0,2009,https://covers.openlibrary.org/b/id/1405021-L.jpg
8SgYAAAAIAAJ,The Science Fiction Encyclopedia,Peter Nicholls,science+fiction,"Nearly two thousand illustrated entries covering science-fiction authors, editors, critics, magazines, anthologies, comics, illustrators, films, filmmakers, and major themes are thoroughly cross-referenced.",680.0,1979,https://covers.openlibrary.org/b/id/8311547-L.jpg
FTK3NXqSWSAC,Dragonsong,Anne McCaffrey,science+fiction,"Award-winning fantasy author Anne McCaffrey returns with her bestselling Harper Hall Trilogy, wonder-filled imaginative classics now available in digest format.",224.0,2003,https://covers.openlibrary.org/b/id/8769648-L.jpg
K0wjRTKmJtAC,The Lost World,Michael Crichton,science+fiction,"""HARROWING THRILLS . . . FAST-PACED AND ENGAGING."" --People It is now six years since the secret disaster at Jurassic Park, six years since the extraordinary dream of science and imagination came to a crashing end--the dinosaurs destroyed, the park dismantled, the island indefinitely closed to the public. There are rumors that something has survived. . . . ""ACTION-PACKED."" --New York Daily News ""FAST AND GRIPPING."" --The Washington Post Book World ""A VERY SCARY READ."" --Entertainment Weekly ""AN EDGE-OF-THE-SEAT TALE."" --St. Petersburg Times",449.0,1995,https://covers.openlibrary.org/b/id/10656102-L.jpg
RCGpHZQZuDoC,1984,George Orwell,science+fiction,"The classic science fiction story of a society in which ""Big Brother"" is always watching everyone's actions.",276.0,1983,https://covers.openlibrary.org/b/id/8745958-L.jpg
eyh5fyV-YNgC,City of Illusions,Ursula K. Le Guin,science+fiction,"After living for five years with the family of the House of Zove, the stranger known as Falk leaves them to discover his true identity.",216.0,1978,https://covers.openlibrary.org/b/id/1926091-L.jpg
9_FYKAtTkaoC,The Man in the High Castle,Philip K. Dick,science+fiction,"It's America in 1962. Slavery is legal once again. the few Jews who still survive hide under assumed names. In San Francisco the I Ching is as common as the Yellow Pages. All because some 20 years earlier the United States lost a war--and is now occupied jointly by Nazi Germany and Japan. This harrowing, Hugo Award-winning novel is the work that established Philip K. Dick as an innovator in science fiction while breaking the barrier between science fiction and the serious novel of ideas. In it Dick offers a haunting vision of history as a nightmare from which it may just be possible to awake.",276.0,1992,https://covers.openlibrary.org/b/id/420452-L.jpg
sZZ7xHC3-JIC,The Lathe Of Heaven,Ursula K. Le Guin,science+fiction,"A classic science fiction novel by Ursula K. Le Guin, one of the greatest writers of the genre, set in a future world where one man's dreams control the fate of humanity. In a future world racked by violence and environmental catastrophes, George Orr wakes up one day to discover that his dreams have the ability to alter reality. He seeks help from Dr. William Haber, a psychiatrist who immediately grasps the power George wields. Soon George must preserve reality itself as Dr. Haber becomes adept at manipulating George's dreams for his own purposes. The Lathe of Heaven is an eerily prescient novel from award-winning author Ursula K. Le Guin that masterfully addresses the dangers of power and humanity's self-destructiveness, questioning the nature of reality itself. It is a classic of the science fiction genre.",195.0,2008,https://covers.openlibrary.org/b/id/26458-L.jpg
